LNVALUE2013,LNLMED,LNZINC2,LNZSMHC,LNTOTALCOST,HOMEAGE,ROOMS,ZADEQ,METRO,REGION1,REGION2,REGION3,LN(VALUE),,Coefficients, VALUE2013 ,Predicted Value Log, PRED2013 ,Error,Absolute Deviation,Mean Absolute Deviation
10.59663473,11.15482093,12.6425001,7.109062136,5.703782475,61,5,1,1,0,0,1,11.69524702,,," $40,000.00 ",11.85659647," $141,011.46 "," $101,011.46 ",101011.46,
10.81977828,11.07984761,10.64456739,6.685860947,5.589119566,71,8,1,0,1,0,0,11.73606902,,," $50,000.00 ",11.86867113," $142,724.45 "," $92,724.45 ",92724.45,
11.51292546,11.14331001,10.1064284,6.943122423,5.54322241,51,5,1,1,0,0,1,11.28978191,,," $100,000.00 ",11.47164659," $95,956.15 "," $(4,043.85)",4043.85,
10.30895266,10.77714215,9.92329018,6.12249281,5.913503006,92,6,1,0,0,0,1,10.46310334,,," $30,000.00 ",10.80012431," $49,026.90 "," $19,026.90 ",19026.90,
11.98292909,11.05888967,10.87702781,7.237778192,6.112944445,7,7,1,0,0,1,0,11.8493977,,," $160,000.00 ",11.9588533," $156,193.87 "," $(3,806.13)",3806.13,
11.40756495,11.28139686,10.83852153,6.763884909,5.447096503,91,6,1,0,1,0,0,11.28978191,,," $90,000.00 ",11.58987726," $107,999.00 "," $17,999.00 ",17999.00,
11.51292546,10.88369161,10.66769879,5.638354669,5.639540206,61,7,3,0,0,0,0,11.28978191,,," $100,000.00 ",11.51793239," $100,501.95 ", $501.95 ,501.95,
11.28978191,10.94158875,9.732461955,6.620073207,5.500577707,81,6,1,0,0,0,0,11.40756495,,," $80,000.00 ",11.59851682," $108,936.11 "," $28,936.11 ",28936.11,
11.8493977,11.01120823,11.62593267,7.404279118,6.191339471,26,6,1,0,0,0,1,11.91839057,,," $140,000.00 ",12.02752087," $167,296.15 "," $27,296.15 ",27296.15,
12.10071213,10.84478304,10.81941822,7.134093721,5.710427017,4,8,1,0,0,0,1,12.08953883,,," $180,000.00 ",12.09198082," $178,435.21 "," $(1,564.79)",1564.79,
12.15477935,11.34450681,10.20225792,6.59441346,6.012083834,41,8,1,0,0,0,1,12.4292162,,," $190,000.00 ",12.41719567," $247,012.86 "," $57,012.86 ",57012.86,
11.77528973,11.57213732,11.77445861,7.647786045,6.071122565,36,7,1,1,0,0,1,11.60823564,,," $130,000.00 ",12.08941991," $177,978.83 "," $47,978.83 ",47978.83,
12.25486281,11.03269371,11.40736493,7.651120176,5.565158773,92,6,1,0,0,1,0,12.20607265,,," $210,000.00 ",12.02236558," $166,435.91 "," $(43,564.09)",43564.09,
11.91839057,11.03422815,11.62698603,7.032624261,5.723585102,51,9,1,0,0,1,0,11.91839057,,," $150,000.00 ",12.01881187," $165,845.49 "," $15,845.49 ",15845.49,
11.8493977,10.97560185,11.69551365,7.318539549,6.001414878,21,5,1,0,0,1,0,12.04355372,,," $140,000.00 ",11.98478564," $160,297.32 "," $20,297.32 ",20297.32,
12.4292162,11.18986489,11.05044546,7.35372233,5.671316673,51,6,1,0,0,0,0,12.4292162,,," $250,000.00 ",12.47192709," $260,909.03 "," $10,909.03 ",10909.03,
11.51292546,11.01401194,11.73592501,7.054449658,5.983936281,7,6,1,0,0,0,1,11.69524702,,," $100,000.00 ",11.90528258," $148,046.63 "," $48,046.63 ",48046.63,
12.10071213,10.92899137,11.5143844,7.201170883,6.162612803,81,6,1,0,0,0,1,11.77528973,,," $180,000.00 ",11.8106499," $134,679.06 "," $(45,320.94)",45320.94,
11.69524702,11.08521475,11.33814341,6.646390515,4.62087948,81,6,1,0,0,1,0,11.69524702,,," $120,000.00 ",11.67005786," $117,015.05 "," $(2,984.95)",2984.95,
12.4292162,11.04780589,10.59663473,7.160069208,5.736034518,21,8,1,0,0,0,1,12.4292162,,," $250,000.00 ",12.34974426," $230,900.99 "," $(19,099.01)",19099.01,
11.40756495,10.95457138,10.71441777,5.84932478,5.32219664,51,5,1,0,0,0,1,11.28978191,,," $90,000.00 ",11.40155526," $89,460.75 ", $(539.25),539.25,
11.8493977,10.81564977,11.34998292,7.337587744,6.194405391,21,6,1,1,0,0,1,11.69524702,,," $140,000.00 ",11.76549888," $128,733.40 "," $(11,266.60)",11266.60,
12.70684793,11.29916278,11.40978471,7.856706793,6.815822722,51,7,1,1,1,0,0,12.67607627,,," $330,000.00 ",12.62705265," $304,690.76 "," $(25,309.24)",25309.24,
13.52782849,11.3713619,11.64922054,7.00488199,6.076494796,61,6,1,0,0,0,0,13.12236338,,," $750,000.00 ",12.98813266," $437,194.15 "," $(312,805.85)",312805.85,
13.30468493,11.4788101,11.44035477,7.527255919,6.017375929,61,6,1,0,1,0,0,13.21767356,,," $600,000.00 ",12.96476403," $427,095.97 "," $(172,904.03)",172904.03,
12.15477935,10.81939821,11.71964691,7.025538315,5.809642865,41,8,1,0,0,1,0,11.98292909,,," $190,000.00 ",11.94844808," $154,577.07 "," $(35,422.93)",35422.93,
11.69524702,11.05564061,10.64974887,7.652070746,5.929145783,31,4,1,0,0,0,1,12.34583459,,," $120,000.00 ",12.16534366," $192,017.86 "," $72,017.86 ",72017.86,
12.61153775,11.04780589,11.51238532,5.918893854,5.404177757,16,5,1,0,0,0,1,12.61153775,,," $300,000.00 ",12.33623799," $227,803.34 "," $(72,196.66)",72196.66,
11.91839057,11.08980542,10.30895266,6.03787092,5.738720526,51,7,1,0,0,0,0,11.51292546,,," $150,000.00 ",11.82598423," $136,760.19 "," $(13,239.81)",13239.81,
11.15625052,11.05888967,10.47344963,6.484635236,5.525452939,92,7,1,0,0,1,0,11.00209984,,," $70,000.00 ",11.24964008," $76,852.25 "," $6,852.25 ",6852.25,
12.67607627,10.96080899,10.30775194,7.25981961,5.456388921,21,4,1,0,0,0,0,12.61153775,,," $320,000.00 ",12.39508549," $241,611.29 "," $(78,388.71)",78388.71,
12.20607265,11.18571223,10.17465907,7.434257382,6.242871564,41,9,1,0,0,1,0,12.15477935,,," $200,000.00 ",12.20065534," $198,919.47 "," $(1,080.53)",1080.53,
11.51292546,11.04780589,11.2515607,7.567345676,6.033885263,7,6,1,0,0,0,1,12.3883942,,," $100,000.00 ",12.33295126," $227,055.84 "," $127,055.84 ",127055.84,
13.23569206,11.18214102,12.81117246,7.908019445,5.614647633,26,8,1,0,0,0,0,13.19002203,,," $560,000.00 ",13.15429439," $516,223.14 "," $(43,776.86)",43776.86,
12.94800999,11.19000301,11.608072,7.687080156,5.931803003,10,7,1,0,0,0,1,13.38472764,,," $420,000.00 ",13.04730351," $463,843.97 "," $43,843.97 ",43843.97,
12.34583459,11.03269371,10.9824752,6.749931194,5.921131492,51,7,1,0,0,1,0,12.4292162,,," $230,000.00 ",12.20985951," $200,758.81 "," $(29,241.19)",29241.19,
12.61153775,11.02526283,11.07203005,6.981005741,5.238213442,61,5,1,0,1,0,0,11.69524702,,," $300,000.00 ",11.73956754," $125,438.08 "," $(174,561.92)",174561.92,
11.69524702,11.143773,10.68262893,6.827629235,5.718944722,16,7,1,0,0,1,0,11.6784399,,," $120,000.00 ",11.83629035," $138,176.94 "," $18,176.94 ",18176.94,
13.81551056,11.18982345,11.98542597,8.374015422,6.168389625,16,7,1,0,0,0,0,13.50079981,,," $1,000,000.00 ",13.31773688," $607,882.50 "," $(392,117.50)",392117.50,
11.40756495,10.84478304,11.95685459,7.390798522,5.570885801,36,7,2,0,0,0,1,11.51292546,,," $90,000.00 ",11.69237419," $119,655.76 "," $29,655.76 ",29655.76,
11.40756495,11.22564331,10.81977828,7.226936018,6.756544717,5,7,1,0,1,0,0,13.12236338,,," $90,000.00 ",12.9024849," $401,308.17 "," $311,308.17 ",311308.17,
11.91839057,10.73195203,10.10471264,6.679599186,4.993828176,5,5,1,0,0,0,1,11.72803684,,," $150,000.00 ",11.62133888," $111,450.84 "," $(38,549.16)",38549.16,
11.28978191,10.96080899,11.91827057,7.965545573,5.313205979,3,5,1,0,0,0,0,13.01700286,,," $80,000.00 ",12.81303145," $366,968.56 "," $286,968.56 ",286968.56,
11.40756495,11.06707577,10.81941822,6.871091295,5.979729291,31,6,1,1,0,1,0,11.51292546,,," $90,000.00 ",11.63075259," $112,504.96 "," $22,504.96 ",22504.96,
11.51292546,10.85732452,10.46880136,6.109247583,5.647212123,26,5,1,0,0,0,1,11.46163217,,," $100,000.00 ",11.50962725," $99,670.72 ", $(329.28),329.28,
11.51292546,11.22257316,11.31425499,6.821107472,4.892852258,51,6,1,1,0,1,0,11.69524702,,," $100,000.00 ",11.75785473," $127,753.09 "," $27,753.09 ",27753.09,
12.89921983,11.57213732,10.6026168,7.308542798,6.293419279,92,7,1,0,1,0,0,12.89921983,,," $400,000.00 ",12.76511303," $349,798.67 "," $(50,201.33)",50201.33,
10.30895266,11.10345234,9.104979856,5.899897354,5.054120406,71,5,1,1,0,0,1,11.73606902,,," $30,000.00 ",11.57628388," $106,540.86 "," $76,540.86 ",76540.86,
12.5776362,11.29476946,10.45507117,6.728628613,5.818102732,36,6,1,0,1,0,0,12.5776362,,," $290,000.00 ",12.44238196," $253,313.20 "," $(36,686.80)",36686.80,
11.51292546,11.10345234,11.42300076,6.907755279,6.231792923,16,8,1,1,0,0,1,11.98292909,,," $100,000.00 ",12.13593691," $186,453.45 "," $86,453.45 ",86453.45,
12.70684793,11.29476946,8.764053269,6.089044875,5.33513134,92,4,1,1,1,0,0,12.70684793,,," $330,000.00 ",12.19123863," $197,055.09 "," $(132,944.91)",132944.91,
12.89921983,10.97999056,11.1844214,6.415096959,5.940828931,8,7,1,0,0,0,1,12.07254125,,," $400,000.00 ",12.0966275," $179,266.27 "," $(220,733.73)",220733.73,
12.54254488,10.92899137,11.28933181,7.655390645,5.857456851,6,7,1,0,0,0,1,12.4292162,,," $280,000.00 ",12.34395568," $229,568.26 "," $(50,431.74)",50431.74,
12.3883942,11.083265,11.58962721,7.393263095,5.519792861,5,7,1,1,0,0,0,12.25486281,,," $240,000.00 ",12.41778453," $247,158.36 "," $7,158.36 ",7158.36,
13.33747476,11.19000301,11.69509701,8.093156698,6.082979656,8,10,1,0,0,0,1,13.38472764,,," $620,000.00 ",13.19336385," $536,790.87 "," $(83,209.13)",83209.13,
11.51292546,11.06819964,10.35570901,5.752572639,5.426417369,71,6,1,1,0,1,0,11.40756495,,," $100,000.00 ",11.41626488," $90,786.41 "," $(9,213.59)",9213.59,
12.61153775,11.4019939,12.01337343,7.891704659,6.348993293,92,11,1,1,1,0,0,13.07107008,,," $300,000.00 ",13.0182341," $450,554.40 "," $150,554.40 ",150554.40,
12.4292162,11.22257316,10.47022081,6.391917113,5.692890033,51,8,1,0,0,1,0,12.20607265,,," $250,000.00 ",12.14508271," $188,166.54 "," $(61,833.46)",61833.46,
11.00209984,11.26785578,9.230142999,6.51174533,4.752871542,61,4,1,0,0,0,1,11.00209984,,," $60,000.00 ",11.23436652," $75,687.37 "," $15,687.37 ",15687.37,
11.91839057,11.28139686,11.40716487,6.363028104,5.866468057,51,6,1,0,1,0,0,11.69524702,,," $150,000.00 ",11.92364447," $150,790.16 ", $790.16 ,790.16,
11.40756495,11.01401194,10.59573433,6.343880434,5.204006687,7,5,1,0,0,0,1,11.28978191,,," $90,000.00 ",11.49975617," $98,691.70 "," $8,691.70 ",8691.70,
12.10071213,11.16244558,10.96757741,7.257002707,5.347504277,4,4,1,1,0,0,0,11.98292909,,," $180,000.00 ",12.12821552," $185,019.32 "," $5,019.32 ",5019.32,
10.81977828,10.93230308,10.12743078,5.713732806,4.545066262,16,4,1,1,0,0,1,10.81977828,,," $50,000.00 ",11.01898922," $61,021.97 "," $11,021.97 ",11021.97,
11.51292546,10.94295121,10.92130546,6.775366091,5.877502328,61,4,1,0,0,1,0,11.40756495,,," $100,000.00 ",11.42292172," $91,392.78 "," $(8,607.22)",8607.22,
12.97154049,11.57213732,11.55933184,7.625107148,6.481832329,36,7,1,0,1,0,0,12.89921983,,," $430,000.00 ",12.91883709," $407,924.38 "," $(22,075.62)",22075.62,
11.91839057,10.73195203,11.14856391,6.683360946,5.616771098,11,6,1,0,0,0,1,12.3883942,,," $150,000.00 ",12.13082219," $185,502.23 "," $35,502.23 ",35502.23,
11.91839057,11.19000301,11.84926912,6.068425588,5.972111819,36,7,1,0,0,0,1,11.8493977,,," $150,000.00 ",12.03667663," $168,834.91 "," $18,834.91 ",18834.91,
11.77528973,11.04780589,10.04246658,6.900730664,5.512420173,16,5,1,0,0,0,1,11.69524702,,," $130,000.00 ",11.75053811," $126,821.79 "," $(3,178.21)",3178.21,
12.20607265,10.90227951,9.836278803,5.891644212,5.628819436,36,6,1,1,0,0,1,12.20607265,,," $200,000.00 ",11.92387802," $150,825.38 "," $(49,174.62)",49174.62,
12.50617724,11.22015045,11.75165886,7.410951876,5.948687518,16,6,1,0,0,0,0,12.56024446,,," $270,000.00 ",12.66651534," $316,955.08 "," $46,955.08 ",46955.08,
13.12236338,11.04292184,10.17701999,8.312626026,5.960575694,36,9,1,0,0,0,0,12.4292162,,," $500,000.00 ",12.54908062," $281,836.00 "," $(218,164.00)",218164.00,
12.04355372,10.94158875,11.40716487,7.472500745,6.199155994,31,5,1,0,0,0,0,12.04355372,,," $170,000.00 ",12.16912587," $192,745.48 "," $22,745.48 ",22745.48,
12.4292162,10.97115942,11.60790832,6.173786104,5.603962139,51,8,1,0,0,1,0,11.73606902,,," $250,000.00 ",11.80247931," $133,583.14 "," $(116,416.86)",116416.86,
11.15625052,11.09741002,10.43293864,7.021976423,5.52744299,51,5,1,1,0,1,0,11.40756495,,," $70,000.00 ",11.47923067," $96,686.66 "," $26,686.66 ",26686.66,
11.91839057,10.99695329,11.81262998,7.604396349,6.119197914,10,6,1,0,0,0,1,12.4292162,,," $150,000.00 ",12.36650318," $234,803.24 "," $84,803.24 ",84803.24,
11.40756495,11.13834837,11.27138879,6.910750788,5.702670746,16,4,1,0,1,0,0,11.40756495,,," $90,000.00 ",11.67015367," $117,026.26 "," $27,026.26 ",27026.26,
11.51292546,10.88743693,10.91917103,6.91671502,5.311973693,36,6,1,1,0,0,1,11.46163217,,," $100,000.00 ",11.55706502," $104,512.82 "," $4,512.82 ",4512.82,
13.76421726,11.06663836,11.77495121,8.407601515,6.434546519,61,7,1,0,0,0,0,11.73606902,,," $950,000.00 ",12.14015529," $187,241.65 "," $(762,758.35)",762758.35,
11.91839057,10.84478304,11.15599335,6.03787092,5.815621956,31,6,1,0,0,0,1,11.60823564,,," $150,000.00 ",11.66497626," $116,421.94 "," $(33,578.06)",33578.06,
11.60823564,11.05888967,11.11387971,6.040254711,5.461356994,61,9,1,0,0,1,0,11.69524702,,," $110,000.00 ",11.80198675," $133,517.36 "," $23,517.36 ",23517.36,
11.40756495,10.73195203,10.32548196,6.483107351,5.923364134,41,5,2,0,0,0,1,11.15625052,,," $90,000.00 ",11.23447428," $75,695.52 "," $(14,304.48)",14304.48,
13.12236338,10.97999056,12.04334193,7.366445148,5.537334267,6,6,1,0,0,0,1,12.52452638,,," $500,000.00 ",12.40048963," $242,920.53 "," $(257,079.47)",257079.47,
11.60823564,10.93230308,10.64456739,7.156956365,5.830904482,11,5,1,1,0,0,1,11.51292546,,," $110,000.00 ",11.62180218," $111,502.49 "," $1,502.49 ",1502.49,
10.30895266,11.14331001,11.08980542,6.419994928,6.191339471,81,6,1,1,0,0,1,11.28978191,,," $30,000.00 ",11.52616998," $101,333.26 "," $71,333.26 ",71333.26,
12.5776362,11.16713394,11.89806541,7.809135398,5.987498359,8,7,1,0,0,0,0,12.5776362,,," $290,000.00 ",12.72972487," $337,636.40 "," $47,636.40 ",47636.40,
11.69524702,11.15827704,11.27271205,7.164720379,5.814130532,92,6,1,0,0,1,0,11.65268741,,," $120,000.00 ",11.72811047," $124,009.13 "," $4,009.13 ",4009.13,
11.51292546,11.09741002,11.98270407,7.87207398,5.620702752,16,10,1,0,0,0,1,11.56171563,,," $100,000.00 ",12.03363005," $168,321.32 "," $68,321.32 ",68321.32,
13.01700286,11.15827704,10.1064284,7.068172,5.005622752,31,7,1,0,0,1,0,13.12236338,,," $450,000.00 ",12.6365967," $307,612.67 "," $(142,387.33)",142387.33,
11.40756495,11.02526283,10.29187432,5.986452005,5.480291641,71,7,1,0,1,0,0,11.51292546,,," $90,000.00 ",11.62034344," $111,339.95 "," $21,339.95 ",21339.95,
12.3883942,11.26785578,11.81954214,7.942006808,6.148824358,6,9,1,0,0,0,1,12.40901349,,," $240,000.00 ",12.60891045," $299,212.84 "," $59,212.84 ",59212.84,
12.89921983,11.19000301,11.26510493,7.294377299,5.428248536,21,10,1,0,0,0,1,12.69158046,,," $400,000.00 ",12.67493706," $319,635.66 "," $(80,364.34)",80364.34,
11.00209984,10.94295121,11.45914487,7.13009851,5.855549363,91,7,1,0,0,1,0,10.95080655,,," $60,000.00 ",11.26330899," $77,909.95 "," $17,909.95 ",17909.95,
11.00209984,10.97560185,12.47652717,7.722677516,5.183187059,91,9,1,0,0,1,0,12.32385568,,," $60,000.00 ",12.23006935," $204,857.39 "," $144,857.39 ",144857.39,
10.81977828,11.03624359,9.58754317,6.881411304,6.279927565,61,4,1,1,0,0,1,10.71441777,,," $50,000.00 ",11.0269219," $61,507.96 "," $11,507.96 ",11507.96,
11.15625052,11.0716259,10.59232546,6.626717749,6.118097198,31,8,1,1,0,1,0,11.08214255,,," $70,000.00 ",11.43470989," $92,476.50 "," $22,476.50 ",22476.50,
12.70684793,11.18214102,11.89111529,7.925157512,6.018593214,16,8,1,0,0,0,0,12.68849879,,," $330,000.00 ",12.83542821," $375,280.20 "," $45,280.20 ",45280.20,
11.28978191,11.06707577,9.954893341,5.942799375,5.751513877,36,5,1,1,0,1,0,11.65268741,,," $80,000.00 ",11.57487227," $106,390.58 "," $26,390.58 ",26390.58,
10.81977828,10.97560185,11.30167343,5.768320996,4.930870326,92,6,1,0,0,1,0,12.4292162,,," $50,000.00 ",12.0228683," $166,519.60 "," $116,519.60 ",116519.60,
11.69524702,11.04527107,10.77820601,5.932245187,5.651904214,92,6,1,0,0,1,0,11.69524702,,," $120,000.00 ",11.62100027," $111,413.11 "," $(8,586.89)",8586.89,
13.12236338,11.19000301,12.52783725,8.832733592,6.67676855,9,9,1,0,0,0,1,13.07107008,,," $500,000.00 ",13.06507278," $472,159.81 "," $(27,840.19)",27840.19,
11.28978191,11.19000301,11.28955689,6.238324625,5.398162702,81,4,1,0,0,0,1,11.22524339,,," $80,000.00 ",11.43328969," $92,345.26 "," $12,345.26 ",12345.26,
11.51292546,11.19000301,9.876886871,5.85220248,5.495116943,61,4,1,0,0,0,1,11.60823564,,," $100,000.00 ",11.60423786," $109,561.12 "," $9,561.12 ",9561.12,
11.51292546,11.19000301,10.55747802,6.33150185,6.188264123,41,7,1,0,0,0,1,12.82125828,,," $100,000.00 ",12.56296979," $285,777.78 "," $185,777.78 ",185777.78,
12.46843691,11.04292184,9.788076701,7.006695227,6.031085821,26,8,1,0,0,0,0,12.7367009,,," $260,000.00 ",12.63875598," $308,277.61 "," $48,277.61 ",48277.61,
11.28978191,11.03422815,10.28137589,5.598421959,5.023332125,36,4,1,0,0,1,0,11.27720313,,," $80,000.00 ",11.30219168," $80,998.97 ", $998.97 ,998.97,
10.59663473,10.84478304,10.68711509,6.86171134,5.701000832,36,5,1,0,0,0,1,10.71441777,,," $40,000.00 ",11.08542228," $65,213.53 "," $25,213.53 ",25213.53,
12.34583459,11.22015045,11.05951933,7.349873705,5.826000107,5,10,1,0,0,0,0,12.30138283,,," $230,000.00 ",12.63599615," $307,427.99 "," $77,427.99 ",77427.99,
11.28978191,11.05877944,11.39598707,7.315883505,5.911699579,6,6,1,0,0,0,1,12.00762171,,," $80,000.00 ",12.10295043," $180,403.34 "," $100,403.34 ",100403.34,
12.61153775,10.84478304,11.52485404,6.831953566,6.234900802,26,9,1,0,0,0,1,13.21767356,,," $300,000.00 ",12.82438647," $371,159.24 "," $71,159.24 ",71159.24,
11.28978191,10.73195203,9.681842877,6.624065228,5.799092654,36,6,1,0,0,0,1,11.28978191,,," $80,000.00 ",11.36054503," $85,866.16 "," $5,866.16 ",5866.16,
11.77528973,10.94158875,11.12673343,6.424869024,5.79123357,71,7,1,0,0,0,0,11.22524339,,," $130,000.00 ",11.62193265," $111,517.04 "," $(18,482.96)",18482.96,
11.40756495,10.80316098,10.08180109,5.857933154,5.555862345,36,6,1,0,0,1,0,11.22524339,,," $90,000.00 ",11.26973017," $78,411.84 "," $(11,588.16)",11588.16,
11.00209984,11.06663836,11.18982345,5.998936562,5.565796732,92,5,1,1,1,0,0,11.15625052,,," $60,000.00 ",11.3366893," $83,842.00 "," $23,842.00 ",23842.00,
11.40756495,10.92899137,11.0017998,7.138073034,5.265277512,9,6,1,0,0,0,1,12.54254488,,," $90,000.00 ",12.30763676," $221,380.18 "," $131,380.18 ",131380.18,
13.52782849,11.03165864,11.19821472,7.142827401,6.650494636,36,9,1,0,0,0,1,13.52782849,,," $750,000.00 ",13.08989338," $484,025.75 "," $(265,974.25)",265974.25,
11.40756495,11.04432885,10.56173268,6.603943825,5.197575797,51,6,1,0,0,1,0,11.60823564,,," $90,000.00 ",11.62402108," $111,750.17 "," $21,750.17 ",21750.17,
11.91839057,10.97115942,10.4341158,6.100318952,5.726847748,61,10,1,0,0,1,0,11.98292909,,," $150,000.00 ",11.9519766," $155,123.46 "," $5,123.46 ",5123.46,
11.51292546,10.93230308,10.61152335,7.049254841,6.049733455,51,6,1,1,0,0,1,11.40756495,,," $100,000.00 ",11.54219278," $102,969.98 "," $2,969.98 ",2969.98,
13.68767719,11.31203252,12.89216248,8.076204527,6.229660901,92,7,1,1,0,1,0,13.78505135,,," $880,000.00 ",13.22384799," $553,406.44 "," $(326,593.56)",326593.56,
12.64432758,11.34880525,11.49235534,7.802209316,5.648974238,61,7,1,0,1,0,0,12.67607627,,," $310,000.00 ",12.61985737," $302,506.30 "," $(7,493.70)",7493.70,
11.40756495,11.05888967,10.96757741,7.318539549,5.934011972,16,6,1,0,0,1,0,12.20607265,,," $90,000.00 ",12.12213554," $183,897.82 "," $93,897.82 ",93897.82,
11.8493977,11.18857941,11.3736634,7.173191742,5.869296913,21,6,1,1,0,1,0,11.64395373,,," $140,000.00 ",11.81438576," $135,183.14 "," $(4,816.86)",4816.86,
12.4292162,11.05877944,11.91158077,6.068425588,5.621004548,51,7,1,0,0,0,1,12.4292162,,," $250,000.00 ",12.29470763," $218,536.35 "," $(31,463.65)",31463.65,
11.60823564,10.73195203,11.46721655,6.843749949,5.192956851,16,4,1,0,0,0,1,11.51292546,,," $110,000.00 ",11.52651129," $101,367.85 "," $(8,632.15)",8632.15,
11.91839057,11.29916278,10.51414946,6.860663671,5.74779936,71,6,1,1,1,0,0,11.73606902,,," $150,000.00 ",11.86101518," $141,635.93 "," $(8,364.07)",8364.07,
11.98292909,11.18571223,11.08211178,7.230563153,5.588496319,51,7,1,0,0,1,0,12.03171926,,," $160,000.00 ",12.04847411," $170,838.53 "," $10,838.53 ",10838.53,
12.84792653,11.03269371,12.80642174,8.538563217,6.216606101,0,6,1,0,0,1,0,12.79385931,,," $380,000.00 ",12.64790905," $311,112.25 "," $(68,887.75)",68887.75,
11.77528973,11.18335138,10.90098954,5.789960171,5.348297299,36,6,1,0,0,1,0,11.66992921,,," $130,000.00 ",11.73506254," $124,874.25 "," $(5,125.75)",5125.75,
11.8493977,11.16264432,12.1289972,6.968850378,5.091703117,61,5,1,0,0,0,0,12.10071213,,," $140,000.00 ",12.22813944," $204,462.41 "," $64,462.41 ",64462.41,
12.10071213,11.27178341,10.04046301,6.133398043,5.753101599,21,7,1,1,0,0,0,12.15477935,,," $180,000.00 ",12.29139682," $217,814.01 "," $37,814.01 ",37814.01,
12.61153775,11.01401194,11.34977104,6.23636959,5.426417369,5,3,1,0,0,0,1,12.89921983,,," $300,000.00 ",12.43816513," $252,247.27 "," $(47,752.73)",47752.73,
11.91839057,11.07984761,10.37292852,6.697034248,5.306616169,51,4,1,0,1,0,0,11.91839057,,," $150,000.00 ",11.82679961," $136,871.75 "," $(13,128.25)",13128.25,
12.10071213,11.28139686,10.71361745,7.631431665,5.6841465,61,6,1,0,1,0,0,12.15477935,,," $180,000.00 ",12.19125662," $197,058.64 "," $17,058.64 ",17058.64,
11.91839057,11.04780589,10.29146735,7.578656851,5.998522911,26,7,1,0,0,0,1,12.1281111,,," $150,000.00 ",12.13458037," $186,200.69 "," $36,200.69 ",36200.69,
13.59236701,11.18982345,12.1194521,7.799753318,5.444219838,41,6,1,0,0,0,0,13.71015004,,," $800,000.00 ",13.32218668," $610,593.48 "," $(189,406.52)",189406.52,
11.51292546,10.81939821,11.08158855,7.027314514,5.592229989,5,5,1,0,0,1,0,11.77528973,,," $100,000.00 ",11.71658272," $122,587.79 "," $22,587.79 ",22587.79,
10.81977828,11.06357116,9.61580548,6.206575927,5.815125062,91,4,1,0,1,0,0,10.59663473,,," $50,000.00 ",10.92843051," $55,738.73 "," $5,738.73 ",5738.73,
12.84792653,11.04780589,11.71203858,7.594381243,5.940171253,4,8,1,0,0,0,1,12.76568843,,," $380,000.00 ",12.66309806," $315,873.80 "," $(64,126.20)",64126.20,
12.15477935,11.05877944,11.5534146,6.186208624,5.966573998,36,8,1,0,0,0,1,12.18075484,,," $190,000.00 ",12.20568521," $199,922.53 "," $9,922.53 ",9922.53,
12.61153775,11.04292184,9.30054664,8.135639903,6.466922027,26,7,1,0,0,0,0,11.77528973,,," $300,000.00 ",12.06040707," $172,889.35 "," $(127,110.65)",127110.65,
11.91839057,11.16713394,10.37997015,5.609471795,5.318119994,51,6,1,0,0,0,0,11.51292546,,," $150,000.00 ",11.78983509," $131,904.72 "," $(18,095.28)",18095.28,
13.30468493,11.01862914,12.89055994,8.532278829,6.418772683,31,8,1,1,0,0,0,13.27936713,,," $600,000.00 ",13.16043488," $519,402.76 "," $(80,597.24)",80597.24,
13.01700286,11.43279942,11.61237253,7.735433352,5.67703915,61,7,1,0,0,0,0,13.01700286,,," $450,000.00 ",13.00083707," $442,783.88 "," $(7,216.12)",7216.12,
13.30468493,10.95457138,11.67014287,8.218787156,6.064947324,4,8,1,0,0,0,1,12.76568843,,," $600,000.00 ",12.65081718," $312,018.32 "," $(287,981.68)",287981.68,
12.20607265,11.48298159,12.1175911,7.852050207,6.418364936,92,9,1,0,1,0,0,12.20607265,,," $200,000.00 ",12.49642989," $267,381.00 "," $67,381.00 ",67381.00,
11.51292546,10.97560185,9.882366056,6.935370446,5.659482216,41,5,1,0,0,1,0,11.40756495,,," $100,000.00 ",11.44563512," $93,492.37 "," $(6,507.63)",6507.63,
13.12236338,11.03269371,11.39639165,6.862757913,6.025865974,16,9,1,0,0,1,0,13.45883561,,," $500,000.00 ",12.9875112," $436,922.54 "," $(63,077.46)",63077.46,
11.91839057,11.14620019,11.51238532,7.007600614,5.634789603,61,4,1,1,1,0,0,11.77528973,,," $150,000.00 ",11.81070552," $134,686.55 "," $(15,313.45)",15313.45,
12.67607627,11.15482093,11.51288546,7.80710329,5.988961417,11,7,1,1,0,0,1,12.89921983,,," $320,000.00 ",12.70838412," $330,507.33 "," $10,507.33 ",10507.33,
11.8493977,11.03422815,11.46125315,7.409741954,5.883322388,36,6,1,0,0,1,0,11.65268741,,," $140,000.00 ",11.77833947," $130,397.07 "," $(9,602.93)",9602.93,
11.60823564,10.94295121,11.33814341,6.959398512,5.398162702,26,6,1,0,0,1,0,11.35040654,,," $110,000.00 ",11.52619475," $101,335.77 "," $(8,664.23)",8664.23,
11.15625052,11.08521475,9.084777149,5.733341277,5.092727183,71,5,1,0,0,1,0,11.9511804,,," $70,000.00 ",11.66059529," $115,913.01 "," $45,913.01 ",45913.01,
